,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count
10084,2008,0.09,0.02,0.0,0.01,0.11,55.0,30.0,20.0
10085,2003,0.08,0.02,0.0,0.0,0.11,67.0,17.0,6.0
10086,2009,0.09,0.0,0.01,0.01,0.11,63.0,57.0,33.0
10087,2007,0.08,0.0,0.03,0.01,0.11,70.0,17.0,
10088,2008,0.07,0.03,0.0,0.01,0.11,44.0,5.0,
10089,2009,0.0,0.0,0.11,0.0,0.11,,,
10090,2009,0.1,0.0,0.0,0.01,0.11,,,
10091,1994,0.0,0.0,0.11,0.01,0.11,,,
10092,2005,0.08,0.02,0.0,0.0,0.11,53.0,34.0,8.0
10093,2009,0.06,0.04,0.0,0.01,0.11,39.0,5.0,6.0
10094,1996,0.0,0.0,0.11,0.0,0.11,,,
10095,2005,0.06,0.04,0.0,0.01,0.11,68.0,39.0,27.0
10096,2010,0.0,0.0,0.11,0.0,0.11,,,
10097,2008,0.08,0.02,0.0,0.01,0.11,75.0,19.0,75.0
10098,2006,0.0,0.0,0.11,0.0,0.11,,,
10099,2008,0.1,0.0,0.0,0.01,0.11,,,
10100,2002,0.08,0.02,0.0,0.0,0.11,81.0,19.0,13.0
10101,2002,0.04,0.01,0.06,0.0,0.11,48.0,18.0,4.0
10102,2009,0.1,0.0,0.0,0.01,0.11,65.0,9.0,
10103,2002,0.08,0.02,0.0,0.0,0.11,63.0,17.0,8.0
10104,2012,0.07,0.03,0.0,0.01,0.11,,,
10105,2014,0.04,0.04,0.01,0.02,0.11,,,
10106,2007,0.1,0.0,0.0,0.01,0.11,,,1273.0
10107,2008,0.0,0.0,0.11,0.0,0.11,,,
10108,2002,0.09,0.02,0.0,0.0,0.11,73.0,17.0,4.0
10109,2014,0.05,0.05,0.0,0.02,0.11,,,
10110,2005,0.05,0.04,0.0,0.01,0.11,,,
10111,1999,0.06,0.04,0.0,0.01,0.11,43.0,7.0,4.0
10112,2002,0.0,0.0,0.1,0.01,0.11,69.0,5.0,74.0
10113,2009,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.0
10114,2016,0.0,0.0,0.11,0.0,0.11,,,
10115,2007,0.1,0.0,0.0,0.01,0.11,37.0,7.0,12.0
10116,2005,0.0,0.0,0.11,0.0,0.11,,,
10117,2002,0.08,0.03,0.0,0.0,0.11,63.0,5.0,6.0
10118,2011,0.08,0.02,0.0,0.01,0.11,,,
10119,2014,0.07,0.03,0.0,0.01,0.11,,,
10120,2007,0.1,0.0,0.0,0.01,0.11,,,
10121,2005,0.08,0.03,0.0,0.0,0.11,52.0,6.0,
10122,2004,0.08,0.03,0.0,0.0,0.11,,,8.0
10123,2002,0.09,0.02,0.0,0.0,0.11,66.0,18.0,
10124,2011,0.0,0.0,0.11,0.0,0.11,,,
10125,2011,0.05,0.04,0.0,0.01,0.11,,,5.0
10126,2007,0.0,0.0,0.11,0.0,0.11,80.0,10.0,11.0
10127,2010,0.09,0.01,0.0,0.01,0.11,75.0,25.0,31.0
10128,1995,0.0,0.0,0.11,0.0,0.11,,,
10129,2005,0.1,0.0,0.0,0.01,0.11,58.0,25.0,18.0
10130,2007,0.0,0.0,0.11,0.0,0.11,,,
10131,2010,0.07,0.01,0.03,0.01,0.11,82.0,14.0,18.0
10132,2004,0.05,0.04,0.0,0.01,0.11,66.0,22.0,6.0
10133,2008,0.0,0.0,0.11,0.0,0.11,,,
10134,2002,0.08,0.03,0.0,0.0,0.11,,,
10135,2008,0.1,0.0,0.0,0.01,0.11,26.0,4.0,8.0
10136,2003,0.08,0.02,0.0,0.0,0.11,,,
10137,2002,0.09,0.02,0.0,0.0,0.11,68.0,20.0,27.0
10138,2002,0.09,0.02,0.0,0.0,0.11,55.0,4.0,5.0
10139,2006,0.1,0.0,0.0,0.01,0.11,59.0,15.0,9.0
10140,2013,0.05,0.01,0.04,0.01,0.11,,,
10141,2011,0.08,0.02,0.0,0.01,0.11,75.0,11.0,6.0
10142,2011,0.05,0.05,0.0,0.01,0.11,51.0,12.0,126.0
10143,2009,0.1,0.0,0.0,0.01,0.11,,,
10144,2010,0.1,0.0,0.0,0.01,0.11,,,
10145,2006,0.1,0.0,0.0,0.01,0.11,56.0,19.0,
10146,2002,0.08,0.03,0.0,0.0,0.11,70.0,16.0,
10147,2007,0.06,0.0,0.05,0.0,0.11,72.0,5.0,
10148,2009,0.1,0.01,0.0,0.01,0.11,,,
10149,2015,0.01,0.08,0.0,0.02,0.11,70.0,5.0,
10150,2008,0.1,0.0,0.0,0.01,0.11,57.0,7.0,12.0
10151,2005,0.1,0.0,0.0,0.01,0.11,77.0,17.0,20.0
10152,2011,0.07,0.03,0.0,0.01,0.11,41.0,7.0,7.0
10153,2007,0.1,0.0,0.0,0.01,0.11,,,6.0
10154,2002,0.05,0.04,0.0,0.01,0.11,68.0,14.0,
10155,2007,0.0,0.0,0.11,0.0,0.11,,,
10156,2016,0.0,0.1,0.0,0.02,0.11,75.0,45.0,289.0
10157,2009,0.1,0.0,0.0,0.01,0.11,68.0,4.0,4.0
10158,2007,0.1,0.0,0.0,0.01,0.11,39.0,6.0,7.0
10159,2001,0.0,0.09,0.0,0.02,0.11,81.0,19.0,224.0
10160,2011,0.06,0.04,0.0,0.01,0.11,,,
10161,2011,0.0,0.0,0.11,0.0,0.11,,,
10162,2012,0.05,0.05,0.0,0.01,0.11,71.0,59.0,56.0
10163,2011,0.08,0.02,0.0,0.01,0.11,,,
10164,2005,0.09,0.02,0.0,0.0,0.11,77.0,14.0,15.0
10165,2003,0.08,0.02,0.0,0.0,0.11,88.0,25.0,24.0
10166,2008,0.05,0.04,0.0,0.01,0.11,,,
10167,2010,0.1,0.0,0.0,0.01,0.11,,,
10168,2010,0.09,0.01,0.0,0.01,0.11,58.0,23.0,8.0
10169,2002,0.08,0.03,0.0,0.0,0.11,50.0,13.0,4.0
10170,1997,0.06,0.04,0.0,0.01,0.11,,,
10171,2011,0.06,0.04,0.0,0.01,0.11,,,
10172,2010,0.07,0.03,0.0,0.01,0.11,28.0,6.0,6.0
10173,2004,0.05,0.04,0.0,0.01,0.11,63.0,21.0,15.0
10174,2007,0.1,0.0,0.0,0.01,0.11,60.0,8.0,
10175,2010,0.02,0.07,0.0,0.02,0.11,,,
10176,2005,0.08,0.02,0.0,0.0,0.11,79.0,44.0,10.0
10177,2009,0.05,0.04,0.0,0.01,0.11,56.0,4.0,4.0
10178,2011,0.08,0.02,0.0,0.01,0.11,62.0,9.0,9.0
10179,2007,0.02,0.06,0.0,0.03,0.11,,,
10180,2006,0.11,0.0,0.0,0.0,0.11,,,
10181,2007,0.09,0.01,0.0,0.01,0.11,55.0,23.0,7.0
10182,2003,0.08,0.02,0.0,0.0,0.11,76.0,15.0,7.0
10183,2006,0.0,0.0,0.11,0.0,0.11,,,
10184,2007,0.0,0.0,0.11,0.0,0.11,,,
10185,2003,0.09,0.02,0.0,0.0,0.11,,,
10186,2011,0.08,0.02,0.0,0.01,0.11,,,
10187,2005,0.08,0.03,0.0,0.0,0.11,,,5.0
10188,2006,0.07,0.02,0.02,0.0,0.11,62.0,42.0,17.0
10189,2015,0.0,0.0,0.11,0.0,0.11,,,
10190,2008,0.1,0.0,0.0,0.01,0.11,70.0,7.0,6.0
10191,2002,0.05,0.04,0.0,0.01,0.11,59.0,9.0,
10192,2003,0.05,0.04,0.0,0.01,0.11,67.0,17.0,23.0
10193,2008,0.0,0.0,0.11,0.0,0.11,,,
10194,2009,0.1,0.0,0.0,0.01,0.11,,,
10195,2011,0.0,0.0,0.11,0.0,0.11,,,
10196,2005,0.0,0.0,0.11,0.0,0.11,,,
10197,2006,0.08,0.02,0.0,0.0,0.11,51.0,4.0,5.0
10198,2003,0.05,0.04,0.0,0.01,0.11,71.0,31.0,17.0
10199,2015,0.0,0.03,0.07,0.01,0.11,72.0,7.0,11.0
10200,1999,0.09,0.02,0.0,0.0,0.11,,,
10201,1997,0.09,0.02,0.0,0.0,0.11,,,
10202,2000,0.09,0.02,0.0,0.0,0.11,,,
10203,1999,0.09,0.02,0.0,0.0,0.11,,,
10204,1996,0.0,0.0,0.11,0.0,0.11,,,
10205,1999,0.09,0.02,0.0,0.0,0.11,,,
10206,1998,0.06,0.04,0.0,0.01,0.11,,,
10207,1999,0.09,0.02,0.0,0.0,0.11,,,
10208,1999,0.09,0.02,0.0,0.0,0.11,,,
10209,1997,0.09,0.02,0.0,0.0,0.11,,,
10210,2011,0.05,0.05,0.0,0.01,0.11,58.0,11.0,
10211,2010,0.1,0.0,0.0,0.01,0.11,,,
10212,2008,0.1,0.0,0.0,0.01,0.11,70.0,15.0,
10213,2008,0.09,0.01,0.0,0.01,0.11,59.0,40.0,
10214,2011,0.05,0.05,0.0,0.02,0.11,50.0,40.0,28.0
10215,1996,0.0,0.0,0.11,0.0,0.11,,,
10216,2002,0.05,0.04,0.0,0.01,0.11,60.0,17.0,4.0
10217,2014,0.0,0.0,0.11,0.0,0.11,76.0,5.0,18.0
10218,2011,0.05,0.05,0.0,0.01,0.11,,,
10219,2011,0.1,0.0,0.0,0.01,0.11,,,
10220,2009,0.07,0.03,0.0,0.01,0.11,50.0,11.0,
10221,2000,0.05,0.04,0.0,0.01,0.11,73.0,16.0,
10222,2011,0.0,0.0,0.11,0.0,0.11,,,
10223,2007,0.0,0.0,0.11,0.0,0.11,,,
10224,2008,0.1,0.0,0.0,0.01,0.11,35.0,4.0,
10225,2002,0.05,0.04,0.0,0.01,0.11,,,
10226,2006,0.1,0.0,0.0,0.01,0.11,59.0,15.0,
10227,1999,0.06,0.04,0.0,0.01,0.11,,,
10228,2012,0.0,0.0,0.11,0.0,0.11,,,
10229,2004,0.05,0.04,0.0,0.01,0.11,64.0,31.0,10.0
10230,1997,0.0,0.0,0.11,0.0,0.11,,,
10231,2004,0.0,0.0,0.11,0.0,0.11,,,
10232,2009,0.06,0.04,0.0,0.01,0.11,49.0,28.0,16.0
10233,2015,0.02,0.02,0.06,0.01,0.11,,,
10234,2009,0.07,0.03,0.0,0.01,0.11,50.0,15.0,8.0
10235,2008,0.09,0.01,0.0,0.01,0.11,78.0,4.0,
10236,2009,0.09,0.01,0.0,0.01,0.11,66.0,30.0,6.0
10237,2010,0.1,0.0,0.0,0.01,0.11,,,
10238,2002,0.08,0.02,0.0,0.0,0.11,,,
10239,2011,0.0,0.08,0.0,0.03,0.11,,,
10240,2003,0.08,0.02,0.0,0.0,0.11,65.0,39.0,20.0
10241,2011,0.07,0.03,0.0,0.01,0.11,53.0,61.0,73.0
10242,2002,0.08,0.02,0.0,0.0,0.11,56.0,12.0,
10243,1999,0.06,0.04,0.0,0.01,0.11,,,
10244,1997,0.06,0.04,0.0,0.01,0.11,,,
10245,2009,0.0,0.09,0.0,0.02,0.11,85.0,47.0,526.0
10246,2006,0.1,0.0,0.0,0.01,0.11,57.0,9.0,10.0
10247,2008,0.1,0.0,0.0,0.01,0.11,71.0,14.0,14.0
10248,1993,0.0,0.0,0.11,0.0,0.11,,,
10249,1997,0.0,0.0,0.11,0.0,0.11,,,
10250,2011,0.09,0.01,0.0,0.01,0.11,48.0,10.0,6.0
10251,2006,0.1,0.0,0.0,0.01,0.11,,,
10252,2005,0.07,0.02,0.02,0.01,0.11,69.0,33.0,21.0
10253,2015,0.08,0.0,0.02,0.02,0.11,,,
10254,2007,0.08,0.02,0.0,0.01,0.11,55.0,32.0,
10255,2016,0.05,0.05,0.0,0.01,0.11,77.0,6.0,43.0
10256,2002,0.08,0.02,0.0,0.0,0.11,49.0,7.0,
10257,2013,0.0,0.0,0.11,0.0,0.11,,,
10258,2000,0.06,0.04,0.0,0.01,0.11,,,
10259,,0.0,0.0,0.11,0.0,0.11,,,
10260,2012,0.0,0.0,0.11,0.0,0.11,,,
10261,2009,0.1,0.0,0.0,0.01,0.11,,,
10262,2005,0.05,0.04,0.0,0.01,0.11,58.0,29.0,24.0
10263,2005,0.08,0.02,0.0,0.0,0.11,39.0,20.0,8.0
10264,2003,0.05,0.04,0.0,0.01,0.11,78.0,18.0,13.0
10265,2005,0.05,0.04,0.0,0.01,0.11,73.0,11.0,4.0
10266,1996,0.0,0.0,0.11,0.0,0.11,,,
10267,2004,0.08,0.02,0.0,0.0,0.11,69.0,29.0,4.0
10268,2011,0.1,0.0,0.0,0.01,0.11,,,
10269,2002,0.08,0.02,0.0,0.0,0.11,66.0,14.0,
10270,2011,0.03,0.05,0.02,0.02,0.11,83.0,28.0,97.0
10271,2005,0.1,0.0,0.0,0.01,0.11,,,
10272,2008,0.1,0.0,0.0,0.01,0.11,45.0,16.0,4.0
10273,2004,0.08,0.02,0.0,0.0,0.11,40.0,7.0,9.0
10274,2002,0.08,0.02,0.0,0.0,0.11,58.0,26.0,9.0
10275,2005,0.1,0.0,0.0,0.01,0.11,35.0,5.0,
10276,2007,0.09,0.0,0.01,0.01,0.11,67.0,13.0,
10277,2009,0.1,0.0,0.0,0.01,0.11,,,
10278,2005,0.1,0.0,0.0,0.01,0.11,66.0,18.0,5.0
10279,2015,0.0,0.0,0.11,0.0,0.11,,,
10280,2006,0.1,0.0,0.0,0.01,0.11,38.0,14.0,29.0
10281,2001,0.08,0.03,0.0,0.0,0.11,73.0,8.0,
10282,2009,0.05,0.04,0.0,0.01,0.11,,,
10283,2004,0.05,0.04,0.0,0.01,0.11,57.0,33.0,
10284,2009,0.09,0.01,0.0,0.01,0.11,,,
10285,2010,0.0,0.09,0.0,0.01,0.11,,,
10286,2010,0.1,0.0,0.0,0.01,0.11,,,
10287,2003,0.08,0.02,0.0,0.0,0.11,56.0,6.0,
10288,2009,0.0,0.0,0.11,0.0,0.11,,,
10289,2010,0.1,0.0,0.0,0.01,0.11,,,
10290,2016,0.03,0.05,0.01,0.02,0.11,79.0,42.0,76.0
10291,1994,0.0,0.0,0.11,0.0,0.11,,,
10292,2003,0.08,0.02,0.0,0.0,0.11,,,
10293,2008,0.1,0.0,0.0,0.01,0.11,44.0,31.0,9.0
10294,1997,0.0,0.0,0.11,0.0,0.11,,,
10295,2010,0.1,0.0,0.0,0.01,0.11,47.0,4.0,
10296,2000,0.06,0.04,0.0,0.01,0.11,,,
10297,1997,0.06,0.04,0.0,0.01,0.11,,,
10298,2015,0.09,0.01,0.0,0.01,0.11,60.0,17.0,62.0
10299,1999,0.06,0.04,0.0,0.01,0.11,,,
10300,2013,0.05,0.05,0.0,0.01,0.11,,,
10301,2011,0.02,0.07,0.0,0.02,0.11,77.0,11.0,337.0
10302,2004,0.0,0.0,0.11,0.0,0.11,,,
10303,2009,0.1,0.0,0.0,0.01,0.11,,,
10304,2007,0.05,0.04,0.0,0.01,0.11,,,
10305,2006,0.0,0.0,0.11,0.0,0.11,,,
10306,2009,0.1,0.0,0.0,0.01,0.11,48.0,17.0,4.0
10307,1999,0.06,0.04,0.0,0.01,0.11,,,
10308,2007,0.1,0.0,0.0,0.01,0.11,,,
10309,2006,0.0,0.0,0.11,0.0,0.11,,,
10310,2009,0.1,0.0,0.0,0.01,0.11,,,
10311,1993,0.0,0.0,0.11,0.0,0.11,,,
10312,2008,0.08,0.02,0.0,0.01,0.11,,,46.0
10313,2011,0.07,0.03,0.0,0.01,0.11,,,
10314,2009,0.07,0.03,0.0,0.01,0.11,53.0,13.0,
10315,2007,0.1,0.0,0.0,0.01,0.11,72.0,9.0,
10316,2012,0.07,0.03,0.0,0.01,0.11,76.0,12.0,389.0
10317,2015,0.05,0.05,0.0,0.01,0.11,62.0,10.0,40.0
10318,,0.09,0.0,0.0,0.01,0.11,,,
10319,1995,0.0,0.0,0.1,0.01,0.11,,,
10320,2010,0.1,0.0,0.0,0.01,0.11,51.0,5.0,4.0
10321,2005,0.1,0.0,0.0,0.01,0.11,43.0,30.0,22.0
10322,2011,0.06,0.03,0.0,0.02,0.11,,,
10323,1996,0.01,0.0,0.09,0.01,0.11,,,
10324,2009,0.1,0.0,0.0,0.01,0.11,,,
10325,2005,0.08,0.02,0.0,0.01,0.11,75.0,14.0,6.0
10326,2005,0.08,0.03,0.0,0.0,0.11,56.0,22.0,
10327,2015,0.0,0.01,0.09,0.0,0.11,69.0,35.0,79.0
10328,2000,0.0,0.0,0.1,0.01,0.11,,,
10329,2009,0.1,0.0,0.0,0.01,0.11,,,
10330,2009,0.1,0.0,0.0,0.01,0.11,,,
10331,2000,0.05,0.04,0.0,0.01,0.11,79.0,14.0,
10332,2011,0.05,0.01,0.04,0.01,0.11,64.0,14.0,19.0
10333,2010,0.1,0.0,0.0,0.01,0.11,,,
10334,2005,0.08,0.03,0.0,0.0,0.11,77.0,17.0,21.0
10335,2014,0.09,0.0,0.0,0.02,0.11,67.0,7.0,20.0
10336,2009,0.09,0.01,0.0,0.01,0.11,53.0,8.0,4.0
10337,1999,0.06,0.04,0.0,0.01,0.11,,,
10338,2009,0.09,0.0,0.0,0.01,0.11,77.0,5.0,13.0
10339,2005,0.0,0.0,0.11,0.0,0.11,,,
10340,2010,0.1,0.0,0.0,0.01,0.11,62.0,22.0,9.0
10341,2008,0.1,0.0,0.0,0.01,0.11,,,
10342,2006,0.0,0.0,0.11,0.0,0.11,,,
10343,2009,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.0
10344,2015,0.04,0.06,0.0,0.01,0.11,85.0,14.0,144.0
10345,1995,0.0,0.0,0.1,0.01,0.11,,,
10346,2005,0.08,0.02,0.0,0.0,0.11,82.0,19.0,4.0
10347,1994,0.06,0.04,0.0,0.01,0.11,,,
10348,2008,0.09,0.01,0.0,0.01,0.11,,,
10349,2007,0.1,0.0,0.0,0.01,0.11,,,
10350,2013,0.0,0.1,0.0,0.01,0.11,74.0,38.0,866.0
10351,2011,0.0,0.0,0.11,0.0,0.11,,,
10352,1999,0.0,0.0,0.1,0.01,0.11,,,
10353,2007,0.08,0.02,0.0,0.01,0.11,52.0,21.0,
10354,2011,0.07,0.02,0.0,0.01,0.11,,,
10355,2006,0.1,0.0,0.0,0.01,0.11,72.0,15.0,8.0
10356,2011,0.1,0.0,0.0,0.01,0.11,,,
10357,2002,0.08,0.02,0.0,0.0,0.11,54.0,9.0,7.0
10358,2008,0.07,0.0,0.03,0.0,0.11,64.0,7.0,
10359,2014,0.08,0.0,0.0,0.03,0.11,68.0,6.0,25.0
10360,2009,0.09,0.01,0.0,0.01,0.11,28.0,33.0,64.0
10361,2010,0.07,0.02,0.0,0.01,0.11,71.0,4.0,
10362,2014,0.0,0.0,0.11,0.0,0.11,,,
10363,2000,0.0,0.0,0.11,0.0,0.11,,,
10364,2006,0.05,0.04,0.0,0.01,0.11,,,
10365,2009,0.0,0.0,0.11,0.0,0.11,,,
10366,2003,0.08,0.02,0.0,0.0,0.11,64.0,27.0,11.0
10367,2011,0.0,0.04,0.06,0.01,0.11,,,
10368,1999,0.06,0.04,0.0,0.01,0.11,46.0,4.0,
10369,2001,0.06,0.04,0.0,0.01,0.11,64.0,4.0,16.0
10370,2007,0.0,0.0,0.11,0.0,0.11,,,
10371,2004,0.08,0.02,0.0,0.0,0.11,37.0,29.0,13.0
10372,2016,0.05,0.04,0.0,0.01,0.11,,,
10373,1995,0.01,0.01,0.09,0.01,0.11,,,
10374,2010,0.0,0.08,0.0,0.02,0.11,83.0,20.0,672.0
10375,1998,0.06,0.04,0.0,0.01,0.11,,,
10376,2009,0.0,0.0,0.11,0.0,0.11,,,
10377,2012,0.0,0.0,0.11,0.0,0.11,,,
10378,2004,0.08,0.03,0.0,0.0,0.11,,,
10379,2002,0.05,0.04,0.0,0.01,0.11,59.0,7.0,
10380,2009,0.07,0.03,0.0,0.01,0.11,50.0,5.0,
10381,1995,0.0,0.0,0.11,0.0,0.11,,,
10382,2011,0.07,0.03,0.0,0.01,0.11,55.0,4.0,
10383,2012,0.0,0.0,0.11,0.0,0.11,,,
10384,2002,0.08,0.03,0.0,0.0,0.11,,,
10385,2007,0.07,0.02,0.0,0.01,0.11,80.0,44.0,66.0
10386,2005,0.08,0.0,0.01,0.01,0.11,,,
10387,1999,0.06,0.04,0.0,0.01,0.11,51.0,5.0,44.0
10388,2009,0.1,0.0,0.0,0.01,0.11,,,
10389,2014,0.0,0.04,0.06,0.01,0.11,66.0,7.0,54.0
10390,2012,0.0,0.0,0.11,0.0,0.11,,,
10391,2012,0.05,0.0,0.05,0.01,0.11,75.0,13.0,20.0
10392,2006,0.0,0.0,0.11,0.0,0.11,,,
10393,2011,0.0,0.1,0.0,0.01,0.11,75.0,4.0,89.0
10394,2010,0.0,0.0,0.11,0.0,0.11,,,
10395,2010,0.1,0.0,0.0,0.01,0.11,54.0,6.0,10.0
10396,2005,0.08,0.02,0.0,0.0,0.11,54.0,35.0,5.0
10397,2009,0.1,0.0,0.0,0.01,0.11,45.0,12.0,
10398,1995,0.03,0.02,0.05,0.01,0.11,,,
10399,2012,0.0,0.0,0.11,0.0,0.11,,,
10400,2014,0.05,0.04,0.0,0.01,0.11,60.0,7.0,10.0
10401,2008,0.1,0.0,0.0,0.01,0.11,79.0,29.0,11.0
10402,1995,0.0,0.0,0.11,0.0,0.11,,,
10403,2011,0.0,0.0,0.11,0.0,0.11,,,
10404,2016,0.02,0.07,0.0,0.02,0.11,,,
10405,2005,0.08,0.02,0.0,0.0,0.11,63.0,4.0,
10406,2016,0.0,0.0,0.11,0.0,0.11,,,
10407,2010,0.0,0.0,0.11,0.0,0.11,,,
10408,2009,0.09,0.0,0.0,0.01,0.11,,,
10409,2003,0.08,0.03,0.0,0.0,0.11,62.0,9.0,11.0
10410,2000,0.06,0.04,0.0,0.01,0.11,,,
10411,1995,0.0,0.0,0.1,0.01,0.11,,,
10412,2008,0.1,0.0,0.0,0.01,0.1,,,8.0
10413,2006,0.1,0.0,0.0,0.01,0.1,50.0,17.0,6.0
10414,2010,0.05,0.04,0.0,0.01,0.1,75.0,30.0,31.0
10415,2006,0.0,0.0,0.1,0.0,0.1,,,
10416,2013,0.05,0.0,0.04,0.02,0.1,59.0,13.0,72.0
10417,2007,0.01,0.09,0.0,0.01,0.1,58.0,17.0,11.0
10418,1995,0.0,0.0,0.1,0.0,0.1,,,
10419,2005,0.0,0.0,0.1,0.0,0.1,,,
10420,2010,0.0,0.0,0.1,0.0,0.1,,,
10421,2015,0.0,0.0,0.1,0.0,0.1,,,
10422,2002,0.05,0.04,0.0,0.01,0.1,24.0,12.0,27.0
10423,2005,0.05,0.04,0.0,0.01,0.1,67.0,28.0,12.0
10424,2006,0.0,0.0,0.1,0.0,0.1,,,
10425,2011,0.1,0.0,0.0,0.01,0.1,47.0,4.0,6.0
10426,2014,0.0,0.0,0.1,0.0,0.1,,,
10427,2012,0.0,0.0,0.1,0.0,0.1,,,
10428,2003,0.08,0.02,0.0,0.0,0.1,66.0,14.0,4.0
10429,2007,0.0,0.0,0.1,0.0,0.1,,,
10430,2009,0.0,0.08,0.0,0.02,0.1,82.0,32.0,144.0
10431,2010,0.1,0.0,0.0,0.01,0.1,,,
10432,2009,0.1,0.0,0.0,0.01,0.1,,,
10433,2009,0.09,0.01,0.0,0.01,0.1,,,
10434,2006,0.09,0.0,0.0,0.01,0.1,59.0,34.0,16.0
10435,2007,0.1,0.0,0.0,0.01,0.1,,,
10436,2016,0.0,0.0,0.1,0.0,0.1,,,
10437,2003,0.0,0.0,0.1,0.0,0.1,,,
10438,2009,0.1,0.0,0.0,0.01,0.1,,,
10439,2003,0.08,0.02,0.0,0.0,0.1,70.0,21.0,10.0
10440,2003,0.05,0.04,0.0,0.01,0.1,70.0,15.0,15.0
10441,2005,0.08,0.02,0.0,0.0,0.1,70.0,52.0,19.0
10442,2005,0.08,0.02,0.0,0.0,0.1,,,
10443,2012,0.0,0.0,0.1,0.0,0.1,,,
10444,2004,0.08,0.02,0.0,0.0,0.1,76.0,56.0,15.0
10445,2006,0.1,0.0,0.0,0.01,0.1,,,
10446,2004,0.05,0.04,0.0,0.01,0.1,,,
10447,2014,0.03,0.04,0.03,0.01,0.1,56.0,13.0,46.0
10448,2011,0.04,0.04,0.0,0.02,0.1,54.0,15.0,
10449,2009,0.0,0.0,0.1,0.0,0.1,,,
10450,2006,0.09,0.0,0.0,0.01,0.1,79.0,22.0,33.0
10451,2005,0.07,0.03,0.0,0.0,0.1,68.0,22.0,9.0
10452,2005,0.02,0.02,0.06,0.01,0.1,69.0,15.0,8.0
10453,2015,0.03,0.06,0.0,0.01,0.1,81.0,65.0,1170.0
10454,2011,0.06,0.04,0.0,0.01,0.1,52.0,21.0,26.0
10455,2008,0.0,0.03,0.06,0.01,0.1,81.0,49.0,62.0
10456,2010,0.0,0.0,0.1,0.0,0.1,,,
10457,2005,0.05,0.04,0.0,0.01,0.1,54.0,17.0,5.0
10458,2008,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.0
10459,2013,0.0,0.1,0.0,0.01,0.1,74.0,9.0,239.0
10460,2010,0.05,0.04,0.0,0.01,0.1,,,
10461,2003,0.08,0.02,0.0,0.0,0.1,83.0,30.0,19.0
10462,2014,0.0,0.0,0.1,0.0,0.1,,,
10463,2010,0.1,0.0,0.0,0.01,0.1,,,
10464,2005,0.08,0.02,0.0,0.0,0.1,81.0,28.0,15.0
10465,2001,0.05,0.04,0.0,0.01,0.1,84.0,21.0,11.0
10466,,0.09,0.0,0.0,0.01,0.1,72.0,8.0,
10467,2009,0.09,0.01,0.0,0.01,0.1,61.0,9.0,6.0
10468,2009,0.1,0.0,0.0,0.01,0.1,,,
10469,2000,0.0,0.0,0.1,0.0,0.1,,,
10470,2008,0.1,0.0,0.0,0.01,0.1,,,
10471,2010,0.1,0.0,0.0,0.01,0.1,,,
10472,2006,0.0,0.0,0.1,0.0,0.1,,,
10473,2011,0.06,0.03,0.0,0.01,0.1,,,
10474,2007,0.08,0.02,0.0,0.01,0.1,,,
10475,2013,0.0,0.0,0.1,0.0,0.1,,,
10476,2012,0.0,0.0,0.1,0.0,0.1,,,
10477,2005,0.1,0.0,0.0,0.01,0.1,61.0,23.0,10.0
10478,2008,0.1,0.0,0.0,0.01,0.1,,,
10479,2007,0.0,0.0,0.1,0.0,0.1,,,
10480,2002,0.05,0.04,0.0,0.01,0.1,78.0,17.0,10.0
10481,2003,0.07,0.03,0.0,0.0,0.1,78.0,15.0,23.0
10482,2003,0.08,0.02,0.0,0.0,0.1,72.0,17.0,5.0
10483,2007,0.09,0.0,0.0,0.01,0.1,72.0,7.0,24.0
10484,2009,0.09,0.01,0.0,0.01,0.1,66.0,9.0,5.0
10485,2002,0.02,0.01,0.07,0.0,0.1,71.0,12.0,10.0
10486,2009,0.1,0.0,0.0,0.01,0.1,,,
10487,,0.0,0.0,0.1,0.0,0.1,,,
10488,2008,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.0
10489,1995,0.06,0.04,0.0,0.01,0.1,,,
10490,2013,0.0,0.0,0.1,0.0,0.1,,,
10491,2004,0.07,0.03,0.0,0.0,0.1,76.0,26.0,21.0
10492,2012,0.07,0.02,0.0,0.01,0.1,52.0,23.0,30.0
10493,2008,0.05,0.0,0.04,0.01,0.1,73.0,17.0,18.0
10494,2004,0.07,0.03,0.0,0.0,0.1,,,
10495,2014,0.03,0.02,0.05,0.01,0.1,,,
10496,2011,0.1,0.0,0.0,0.01,0.1,,,
10497,2007,0.09,0.0,0.0,0.01,0.1,51.0,25.0,
10498,2003,0.05,0.04,0.0,0.01,0.1,72.0,28.0,14.0
10499,2004,0.0,0.0,0.1,0.0,0.1,,,
10500,2008,0.09,0.01,0.0,0.01,0.1,66.0,44.0,57.0
10501,2007,0.09,0.01,0.0,0.01,0.1,,,
10502,2011,0.05,0.05,0.0,0.01,0.1,,,
10503,2003,0.08,0.02,0.0,0.0,0.1,,,
10504,2005,0.05,0.04,0.0,0.01,0.1,51.0,45.0,24.0
